"ID";"cong";"billnum";"h_or_sen";"major";"text"
2410;107;1141;"S";15;"A bill to amend the Internal Revenue Code of 1986 to treat distributions from publicly traded partnerships as qualifying income of regulated investment companies, and for other purposes."
2411;107;1142;"S";5;"A bill to amend the Internal Revenue Code of 1986 to repeal the minimum tax preference for exclusion for incentive stock options."
2412;107;1143;"S";20;"A bill to require the Secretary of the Treasury to mint coins in commemoration of former President Ronald Reagan."
2413;107;1144;"S";14;"A bill to amend title III of the Stewart B. McKinney Homeless Assistance Act (42 U.S.C. 11331 et seq.) to reauthorize the Federal Emergency Management Food and Shelter Program, and for other purposes."
2414;107;1145;"S";16;"A bill to amend the Internal Revenue Code of 1986 to extend the work opportunity credit to encourage the hiring of certain veterans, and for other purposes."
2415;107;1146;"S";21;"A bill to amend the Act of March 3, 1875, to permit the State of Colorado to use land held in trust by the State as open space."
2416;107;1147;"S";8;"A bill to amend title X and title XI of the Energy Policy Act of 1992."
2417;107;1148;"S";21;"A bill to convey the Lower Yellowstone Irrigation Project, the Savage Unit of the Pick-Sloan Missouri Basin Program, and the Intake Irrigation Project to the appurtenant irrigation districts."
2418;107;1149;"S";5;"A bill to amend the Immigration and Nationality Act to establish a new nonimmigrant category for chefs and individuals in related occupations."
2419;107;1150;"S";10;"A bill to waive tolls on the Interstate System during peak holiday travel periods."
2420;107;1151;"S";21;"A bill to amend the method for achieving quiet technology specified in the National Parks Air Tour Management Act of 2000."
2421;107;1152;"S";20;"A bill to ensure that the business of the Federal Government is conducted in the public interest and in a manner that provides for public accountability, efficient delivery of services, reasonable cost savings, and prevention of unwarranted Government exp"
2422;107;1153;"S";7;"A bill to amend the Food Security Act of 1985 to establish a grassland reserve program to assist owners in restoring and protecting grassland."
2423;107;1154;"S";16;"A bill to preserve certain actions brought in Federal court against Japanese defendants by members of the United states Armed Forces held by Japan as prisoners of war during World War II."
2424;107;1155;"S";16;"A bill to authorize appropriations for fiscal year 2002 for military activities of the Department of Defense, to prescribe military personnel strengths for fiscal year 2002, and for other purposes."
2425;107;1156;"S";15;"A bill to amend the Consumer Product Safety Act to provide that low-speed electric bicycles are consumer products subject to such Act."
2426;107;1157;"S";4;"A bill to reauthorize the consent of Congress to the Northeast Interstate Dairy Compact and to grant the consent of Congress to the Southern Dairy Compact, a Pacific Northwest Dairy Compact, and an Intermountain Dairy Compact."
2427;107;1158;"S";15;"A bill to amend the Internal Revenue Code of 1986 to modify the active business definition relating to distributions of stock and securities of controlled corporations."
2428;107;1159;"S";21;"A bill to direct the Secretary of the Army to repair and expand a wave attenuation system to protect fishermen and other boaters and promote the welfare of the town of Lubec, Maine."
2429;107;1160;"S";16;"A bill to amend section 1714 of title 38, United States Code, to modify the authority of the Secretary of Veterans Affairs to provide dog-guides to blind veterans and authorize the provision of service dogs to hearing-impaired veterans and veterans with s"
2430;107;1161;"S";5;"A bill to amend the Immigration and Nationality Act to streamline procedures for the admission and extension of stay of nonimmigrant agricultural workers, to provide a stable, legal, agricultural work force, to extend basic legal protections and better wo"
2431;107;1162;"S";12;"A bill to repeal the requirement relating to specific statutory authorization for increases in judicial salaries, to provide for automatic annual increases for judicial salaries, to provide for a 9.6 percent increase in judicial salaries, and for other pu"
2432;107;1163;"S";14;"A bill to increase the mortgage loan limits under the National Housing Act for multifamily housing mortgage insurance."
2433;107;1164;"S";2;"A bill to provide for the enhanced protection of the privacy of location information of users of location-based services and applications, and for other purposes."
2434;107;1165;"S";12;"A bill to prevent juvenile crime, promote accountability by and rehabilitation of juvenile crime, punish and deter violent gang crime, and for other purposes."
2435;107;1166;"S";8;"A bill to establish the Next Generation Lighting Initiative at the Department of Energy, and for other purposes."
2436;107;1167;"S";5;"A bill to amend the Immigration and Nationality Act to permit the substitution of an alternative close family sponsor in the case of the death of the person petitioning for an alien's admission to the United States."
2437;107;1168;"S";19;"A bill to amend the Foreign Assistance Act of 1961 to provide for the establishment of a Clean Water for the Americas Partnership within the United States Agency for International Development."
2438;107;1169;"S";3;"A bill to streamline the regulatory processes applicable to home health agencies under the medicare program under title XVIII of the Social Security Act and the medicaid program under title XIX of such Act, and for other purposes."
2439;107;1170;"S";18;"A bill to make the United States' energy policy toward Iraq consistent with the national security policies of the United States."
2440;107;1171;"S";20;"An original bill making appropriations for energy and water development for the fiscal year ending September 30, 2002, and for other purposes."
2441;107;1172;"S";20;"An original bill making appropriations for the Legislative Branch for the fiscal year ending September 30, 2002, and for other purposes."
2442;107;1173;"S";13;"A bill to amend the Internal Revenue Code of 1986 to extend the work opportunity credit to the employment of any adult food stamp recipient."
2443;107;1174;"S";12;"A bill to provide for safe incarceration of juvenile offenders."
2444;107;1175;"S";21;"A bill to modify the boundary of Vicksburg National Military Park to include the property known as Pemberton's Headquarters, and for other purposes."
2445;107;1176;"S";7;"A bill to strengthen research conducted by the Environmental Protection Agency, and for other purposes."
2446;107;1177;"S";3;"A bill to amend title XI of the Social Security Act to clarify that the Secretary of Health and Human Services has the authority to treat certain State payments made in an approved demonstration project as medical assistance under the medicaid program for"
2447;107;1178;"S";10;"An original bill making appropriations for the Department of Transportation and related agencies for the fiscal year ending September 30, 2002, and for other purposes."
2448;107;1179;"S";13;"A bill to amend the Richard B. Russell National School Lunch Act to ensure an adequate level of commodity purchases under the school lunch program."
2449;107;1180;"S";21;"A bill to direct the Secretary of the Interior to study the suitability and feasibility of designating the International Civil Rights Center and Museum in the State of North Carolina as a unit of the National Park System, and for other purposes."
2450;107;1181;"S";20;"A bill to designate the facility of the United States Postal Service located at 2719 South Webster Street in Kokomo, Indiana, as the ""Elwood Haynes ""Bud"" Hillis Post Office Building""."
2451;107;1182;"S";21;"A bill to direct the Secretary of the Army to lease land at the Richard B. Russell Dam and Lake Project, South Carolina, to the South Carolina Department of Commerce, and for other purposes."
2452;107;1183;"S";21;"A bill to authorize the modification of a pump station intake structure and discharge line of the Fort Fairfield, Maine, flood control project at full Federal expense."
2453;107;1184;"S";20;"A bill to designate the facility of the United States Postal Service located at 2853 Candler Road in Decatur, Georgia, as the ""Earl T. Shinhoster Post Office""."
2454;107;1185;"S";3;"A bill to amend title XVIII of the Social Security Act to assure access of medicare beneficiaries to prescription drug coverage through the SPICE drug benefit program."
2455;107;1186;"S";21;"A bill to provide a budgetary mechanism to ensure that funds will be available to satisfy the Federal Government's responsibilities with respect to negotiated settlements of disputes related to Indian water rights claims and Indian land claims."
2456;107;1187;"S";8;"A bill to provide for the management of environmental matters at the Paducah Gaseous Diffusion Plant, Kentucky, through the Assistant Secretary of Energy for Environmental Management."
2457;107;1188;"S";3;"A bill to amend title 38, United States Code, to enhance the authority of the Secretary of Veterans Affairs to recruit and retain qualified nurses for the Veterans Health Administration, and for other purposes."
2458;107;1189;"S";17;"A bill to require the Federal Communications Commission to amend its daily newspaper cross-ownership rules, and for other purposes."
2459;107;1190;"S";5;"A bill to amend the Internal Revenue Code of 1986 to rename the education individual retirement accounts as the Coverdell education savings account."
2460;107;1191;"S";4;"An original bill making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2002, and for other purposes."
2461;107;1192;"S";10;"A bill to amend the Internal Revenue Code of 1986 to provide a tax credit for modifications to intercity buses required under the Americans with Disabilities Act of 1990."
2462;107;1193;"S";5;"A bill to provide for the certain of private-sector-led Community Workforce Partnerships, and for other purposes."
2463;107;1194;"S";7;"A bill to impose certain limitations on the receipt of out-of-State municipal solid waste, to authorize State and local controls over the flow of municipal solid waste, and for other purposes."
2464;107;1195;"S";14;"A bill to amend the National Housing Act to clarify the authority of the Secretary of Housing and Urban Development to terminate mortgagee origination approval for poorly performing mortgagees."
2465;107;1196;"S";15;"A bill to amend the Small Business Investment Act of 1958, and for other purposes."
2466;107;1197;"S";19;"A bill to authorize a program of assistance to improve international building practices in eligible Latin America countries."
2467;107;1198;"S";20;"A bill to reauthorize Franchise Fund Pilot Programs."
2468;107;1199;"S";8;"A bill to amend the Internal Revenue Code of 1986 to allow a tax credit for marginal domestic oil and natural gas well production and an election to expense geological and geophysical expenditures and delay rental payments."
2469;107;1200;"S";16;"A bill to direct the Secretaries of the military departments to conduct a review of military service records to determine whether certain Jewish American war veterans, including those previously those previously awarded the Distinguished Service Cross, Na"
2470;107;1201;"S";15;"A bill to amend the Internal Revenue Code of 1986 to provide for S corporation reform, and for other purposes."
2471;107;1202;"S";20;"A bill to amend the Ethics in Government Act of 1978 (5 U.S.C. App.) to extend the authorization of appropriations for the Office of Government Ethics through fiscal year 2006."
2472;107;1203;"S";14;"A bill to amend title 38, United States Code, to provide housing loan benefits for the purchase of residential cooperative apartment units."
2473;107;1204;"S";3;"A bill to amend title XVIII of the Social Security Act to provide adequate coverage for immunosuppressive drugs furnished to beneficiaries under the medicare program that have received an organ transplant."
2474;107;1205;"S";21;"A bill to adjust the boundaries of the Mount Nebo Wilderness Area, and for other purposes."
2475;107;1206;"S";14;"A bill to reauthorize the Appalachian Regional Development Act of 1965, and for other purposes."
2476;107;1207;"S";16;"A bill to direct the Secretary of Veterans Affairs to establish a national cemetery for veterans in the Albuquerque, New Mexico, metropolitan area."
2477;107;1208;"S";12;"A bill to combat the trafficking, distribution, and abuse of Ecstasy (and other club drugs) in the United States."
2478;107;1209;"S";18;"A bill to amend the Trade Act of 1974 to consolidate and improve the trade adjustment assistance programs, to provide community-based economic development assistance for trade-affected communities, and for other purposes."
2479;107;1210;"S";21;"A bill to reauthorize the Native American Housing Assistance and Self-Determination Act of 1996."
2480;107;1211;"S";8;"A bill to reauthorize and revise the Renewable Energy Production Incentive program, and for other purposes."
2481;107;1212;"S";8;"A bill to amend the Internal Revenue Code of 1986 to provide a credit against tax for qualified energy management devices, and for other purposes."
2482;107;1213;"S";8;"A bill to authorize a short-term program of grants to certain electric utilities to be passed through, in the form of credits toward electric bills, to consumers that reduce electric energy consumption and to establish an Electric Energy Conservation Fund"
2483;107;1214;"S";10;"A bill to amend the Merchant Marine Act, 1936, to establish a program to ensure greater security for United States seaports, and for other purposes."
2484;107;1215;"S";20;"An original bill making appropriations for the Departments of Commerce, Justice, and State, the Judiciary, and related agencies for the fiscal year ending September 30, 2002, and for other purposes."
2485;107;1216;"S";20;"An original bill making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations and offices for the fiscal year ending September 30, 2002, and for oth"
2486;107;1217;"S";5;"A bill to provide for the acquisition, construction, and improvement of child care facilities or equipment, and for other purposes."
2487;107;1218;"S";19;"An original bill to extend the authorities of the Iran and Libya Sanctions Act of 1996 until 2006."
2488;107;1219;"S";8;"A bill to amend the Internal Revenue Code of 1986 to include swine and bovine waste nutrients as a renewable energy resource for the renewable electricity production credit, and for other purposes."
2489;107;1220;"S";10;"A bill to authorize the Secretary of Transportation to establish a grant program for the rehabilitation, preservation, or improvement of railroad track."
2490;107;1221;"S";3;"A bill to amend title 38, United States Code, to establish an additional basis for establishing the inability of veterans to defray expenses of necessary medical care, and for other purposes."
2491;107;1222;"S";20;"A bill to redesignate the facility of the United States Postal Service located at 89 River Street in Hoboken, New Jersey, as the ""Frank Sinatra Post Office Building""."
2492;107;1223;"S";10;"A bill to amend title 49, United States Code, to ensure equity in the provision of transportation by limousine services."
2493;107;1224;"S";3;"A bill to amend title XVIII of the Social Security Act to extend the availability of medicare cost contracts for 10 years."
2494;107;1225;"S";20;"A bill to require the Secretary of the Treasury to redesign the $1 bill so as to incorporate the preamble to the Constitution of the United States, the Bill of Rights, and a list of the Articles of the Constitution on the reverse side of such currency."
2495;107;1226;"S";21;"A bill to require the display of the POW/MIA flag at the World War II memorial, the Korean War Veterans Memorial, and the Vietnam Veterans Memorial."
2496;107;1227;"S";21;"A bill to authorize the Secretary of the Interior to conduct a study of the suitability and feasibility of establishing the Niagara Falls National Heritage Area in the State of New York, and for other purposes."
2497;107;1228;"S";12;"A bill to amend title 18, United States Code, to authorize pilot projects under which private companies in the United States may use Federal inmate labor to produce items that would otherwise be produced by foreign labor, to revise the authorities and ope"
2498;107;1229;"S";3;"A bill to amend the Federal Food, Drug, and Cosmetic Act to permit individuals to import prescription drugs in limited circumstances."
2499;107;1230;"S";19;"A bill to amend the Public Health Service Act to focus American efforts on HIV/AIDS, tuberculosis, and malaria in developing countries."
2500;107;1231;"S";8;"A bill to amend the Federal Power Act to establish a system for market participants, regulators, and the public to have access to certain information about the operation of electricity power markets and transmission systems."
2501;107;1232;"S";12;"A bill to provide for the effective punishment of online child molesters, and for other purposes."
2502;107;1233;"S";12;"A bill to provide penalties for certain unauthorized writing with respect to consumer products."
2503;107;1234;"S";12;"A bill to amend title 18, United States Code, to provide that certain sexual crimes against children are predicate crimes for the interception of communications, and for other purposes."
2504;107;1235;"S";12;"A bill to make clerical and other technical amendments to title 18, United States Code, and other laws relating to crime and criminal procedure."
2505;107;1236;"S";12;"A bill to reduce criminal gang activities."
2506;107;1237;"S";16;"A bill to allow certain individuals of Japanese ancestry who were brought forcibly to the United States from countries in Latin America during World War II and were interned in the United States to be provided restitution under the Civil Liberties Act of"
2507;107;1238;"S";6;"A bill to promote the engagement of young Americans in the democratic process through civic education in classrooms, in service learning programs, and in student leadership activities, of America's public schools."
2508;107;1239;"S";3;"A bill to amend title XVIII of the Social Security Act to provide medicare beneficiaries with a drug discount card that ensures access to affordable outpatient prescription drugs."
2509;107;1240;"S";21;"A bill to provide for the acquisition of land and construction of an interagency administrative and visitor facility at the entrance to American Fork Canyon, Utah, and for other purposes."
2510;107;1241;"S";5;"A bill to amend the Fair Labor Standards Act of 1938 to permit certain youth to perform certain work with wood products."
2511;107;1242;"S";15;"A bill to amend the Fair Credit Reporting Act to provide for disclosure of credit-scoring information by creditors and consumer reporting agencies."
2512;107;1243;"S";10;"A bill to amend the Internal Revenue Code of 1986 to treat spaceports like airports under the exempt facility bond rules."
2513;107;1244;"S";3;"A bill to amend titles XIX and XXI of the Social Security Act to provide for FamilyCare coverage for parents of enrolled children, and for other purposes."
2514;107;1245;"S";5;"A bill for the relief of Renato Rosetti."
2515;107;1246;"S";4;"An original bill to respond to the continuing economic crisis adversely affecting American agricultural producers."
2516;107;1247;"S";6;"A bill to establish a grant program to promote emotional and social development and school readiness."
2517;107;1248;"S";14;"A bill to establish a National Housing Trust Fund in the Treasury of the United States to provide for the development of decent, safe, and affordable, housing for low-income families, and for other purposes."
2518;107;1249;"S";12;"A bill to promote the economic security and safety of victims of domestic and sexual violence, and for other purposes."
2519;107;1250;"S";3;"A bill to amend title 10, United States Code, to improve transitional medical and dental care for members of the Armed Forces released from active duty to which called or ordered, or for which retained, in support of a contingency operation."
2520;107;1251;"S";13;"A bill for the relief of Nancy B. Wilson."
2521;107;1252;"S";17;"A bill to amend title 18, United States Code, to make unlawful the tampering with computers of schools and institutions of higher education, and for other purposes."
2522;107;1253;"S";12;"A bill to protect ability of law enforcement to effectively investigate and prosecute illegal gun sales and protect the privacy of the American people."
2523;107;1254;"S";14;"A bill to reauthorize the Multifamily Assisted Housing Reform and Affordability Act of 1997, and for other purposes."
2524;107;1255;"S";7;"A bill to encourage the use of carbon storage sequestration practices in the United States."
2525;107;1256;"S";20;"A bill to provide for the reauthorization of the breast cancer research special postage stamp, and for other purposes."
2526;107;1257;"S";21;"A bill to require the Secretary of the Interior to conduct a theme study to identify sites and resources to commemorate and interpret the Cold War."
2527;107;1258;"S";6;"A bill to improve academic and social outcomes for teenage youth."
2528;107;1259;"S";5;"A bill to amend the Immigration and Nationality Act with respect to the admission of nonimmigrant nurses."
2529;107;1260;"S";20;"A bill to provide funds for the planning of a special census of Americans residing abroad."
2530;107;1261;"S";2;"A bill to amend the Uniformed and Overseas Citizens Absentee Voting Act to increase the ability of absent uniformed services voters and overseas voters to participate in elections for Federal office, and for other purposes."
2531;107;1262;"S";6;"A bill to make improvements in mathematics and science education, and for other purposes."
2532;107;1263;"S";3;"A bill to amend title XVIII of the Social Security Act to establish a voluntary Medicare Prescription Drug Plan under which eligible medicare beneficiaries may elect to receive coverage under the Rx Option for outpatient prescription drugs and a combined"
2533;107;1264;"S";16;"A bill to require the conveyance of a petroleum terminal serving former Loring Air Force Base and Bangor Air National Guard Base, Maine."
2534;107;1265;"S";5;"A bill to amend the Immigration and Nationality Act to require the Attorney General to cancel the removal and adjust the status of certain aliens who were brought to the United States as children."
2535;107;1266;"S";3;"A bill to amend title XXI of the Social Security Act to expand the provision of child health assistance to children with family income up to 300 percent of poverty."
2536;107;1267;"S";7;"A bill to extend and improve conservation programs administered by the Secretary of Agriculture."
2537;107;1268;"S";1;"A bill to amend the Internal Revenue Code of 1986 to allow a deduction for real property taxes whether or not the taxpayer itemizes other deductions."
2538;107;1269;"S";3;"A bill to amend title XIX of the Social Security Act to revise and simplify the transitional medical assistance (TMA) program."
2539;107;1270;"S";20;"A bill to designate the United States courthouse to be constructed at 8th Avenue and Mill Street in Eugene, Oregon, as the ""Wayne Lyman Morse United States Courthouse""."
2540;107;1271;"S";15;"A bill to amend chapter 35 of title 44, United States Code, for the purpose of facilitating compliance by small business concerns with certain Federal paperwork requirements, to establish a task force to examine information collection and dissemination, a"
2541;107;1272;"S";16;"A bill to assist United States veterans who were treated as slave laborers while held as prisoners of war by Japan during World War II, and for other purposes."
2542;107;1273;"S";3;"A bill to amend the Public Health Service Act to provide for rural health services outreach, rural health network planning and implementation, and small health care provider quality improvement grant programs, and telehomecare demonstration projects."
2543;107;1274;"S";3;"A bill to amend the Public Health Service Act to provide programs for the prevention, treatment, and rehabilitation of stroke."
2544;107;1275;"S";3;"A bill to amend the Public Health Service Act to provide grants for public access defibrillation programs and public access defibrillation demonstration projects, and for other purposes."
2545;107;1276;"S";2;"A bill to provide for the establishment of a new counterintelligence polygraph program for the Department of Energy, and for other purposes."
2546;107;1277;"S";16;"A bill to authorize the Secretary of Energy to guarantee loans to facilitate nuclear nonproliferation programs and activities of the Government of the Russian Federation, and for other purposes."
2547;107;1278;"S";1;"A bill to amend the Internal Revenue Code of 1986 to allow a United States independent film and television production wage credit."
2548;107;1279;"S";15;"A bill to amend the Internal Revenue Code of 1986 to modify the active business definition under section 355."
2549;107;1280;"S";3;"A bill to authorize the Secretary of Veterans Affairs to carry out construction projects for the purpose of improving, renovating, and updating patient care facilities at Department of Veterans Affairs medical centers."
2550;107;1281;"S";3;"A bill to amend the Public Health Service Act to reauthorize and strengthen the health centers program and the National Health Service Corps, and to establish the Healthy Communities Access Program, which will help coordinate services for the uninsured an"
2551;107;1282;"S";15;"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income of individual taxpayers discharges of indebtedness attributable to certain forgiven residential mortgage obligations."
2552;107;1283;"S";3;"A bill to establish a program for the delivery of mental health services by telehealth."
2553;107;1284;"S";2;"A bill to prohibit employment discrimination on the basis of sexual orientation."
2554;107;1285;"S";20;"A bill to provide the President with flexibility to set strategic nuclear delivery system levels to meet United States national security goals."
2555;107;1286;"S";20;"A bill to provide for greater access to child care services for Federal employees."
2556;107;1287;"S";20;"A bill to designate the Federal building and United States courthouse located at 2015 15th Street in Gulfport, Mississippi, as the ""Judge Dan M. Russell, Jr. Federal Building and United States Courthouse""."
2557;107;1288;"S";8;"A bill to amend the Tennessee Valley Authority Act of 1933 to modify provisions relating to the Board of Directors of the Tennessee Valley Authority, and for other purposes."
2558;107;1289;"S";16;"A bill to require the Secretary of the Navy to report changes in budget and staffing that take place as a result of the regionalization program of the Navy."
2559;107;1290;"S";10;"A bill to amend title 49, United States Code, to preempt State laws requiring a certificate of approval or other form of approval prior to the construction or operation of certain airport development projects, and for other purposes."
2560;107;1291;"S";5;"A bill to amend the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 to permit States to determine State residency for higher education purposes and to authorize the cancellation of removal and adjustment of status of certain alien coll"
2561;107;1292;"S";7;"A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for dry and wet cleaning equipment which uses non-hazardous primary process solvents."
2562;107;1293;"S";7;"A bill to amend the Internal Revenue Code of 1986 to provide incentives for the voluntary reduction, avoidance, and sequestration of greenhouse gas emissions and to advance global climate science and technology development and deployment."
2563;107;1294;"S";8;"A bill to establish a new national policy designed to manage the risk of potential climate change, ensure long-term energy security, and to strengthen provisions in the Energy Policy Act of 1992 and the Federal Nonnuclear Energy Research and Development A"
2564;107;1295;"S";12;"A bill to amend title 18, United States Code, to revise the requirements for procurement of products of Federal Prison Industries to meet needs of Federal agencies, and for other purposes."
2565;107;1296;"S";2;"A bill to provide for the protection of the due process rights of United States citizens (including United States servicemembers) before foreign tribunals, including the International Criminal Court, for the prosecution of war criminals, and for other pur"
2566;107;1297;"S";3;"A bill to require comprehensive health insurance coverage for childhood immunization."
2567;107;1298;"S";3;"A bill to amend title XIX of the Social Security Act to provide individuals with disabilities and older Americans with equal access to community-based attendant services and supports, and for other purposes."
2568;107;1299;"S";7;"A bill to amend the Safe Drinking Water Act to establish a program to provide assistance to small communities for use in carrying out projects and activities necessary to achieve or maintain compliance with drinking water standards."
2569;107;1300;"S";1;"A bill to amend the Internal Revenue Code of 1986 to encourage foundational and corporate charitable giving."
2570;107;1301;"S";3;"A bill to amend the Federal Food, Drug, and Cosmetic Act to improve the safety and efficacy of pharmaceuticals for children."
2571;107;1302;"S";19;"A bill to authorize the payment of a gratuity to members of the armed Forces and civilian employees of the United States who performed slave labor for Japan during World War II, or the surviving spouses of such members, and for other purposes."
2572;107;1303;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for payment under the medicare program for more frequent hemodialysis treatments."
2573;107;1304;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for coverage under the medicare program of oral drugs to reduce serum phosphate levels in dialysis patients with end-stage renal disease."
2574;107;1305;"S";5;"A bill to amend the Internal Revenue Code of 1986 to clarify the status of professional employer organizations and to promote and protect the interests of professional employer organizations, their customers, and workers."
2575;107;1306;"S";10;"A bill to amend the Internal Revenue Code of 1986 to transfer all excise taxes imposed on alcohol fuels to the Highway Trust Fund, and for other purposes."
2576;107;1307;"S";19;"A bill to bar access to United States capital markets to enterprises owned or controlled by the People's Republic of China, and for other purposes."
2577;107;1308;"S";21;"A bill to provide for the use and distribution of the funds awarded to the Quinault Indian Nation under United States Claims Court Dockets 772-72, 773-71, and 775-71, and for other purposes."
2578;107;1309;"S";21;"A bill to amend the Water Desalination Act of 1996 to reauthorize that Act and to authorize the construction of a desalination research and development facility at the Tularosa Basin, New Mexico, and for other purposes."
2579;107;1310;"S";21;"A bill to provide for the sale of certain real property in the Newlands Project, Nevada, to the city of Fallon, Nevada."
2580;107;1311;"S";5;"A bill to amend the Immigration and Nationality Act to reaffirm the United States historic commitment to protecting refugees who are fleeing persecution or torture."
2581;107;1312;"S";21;"A bill to authorize the Secretary of the Interior to conduct a special resource study of Virginia Key Beach, Florida, for possible inclusion in the National Park System."
2582;107;1313;"S";5;"A bill to provide for the adjustment of status of certain foreign agricultural workers, to amend the Immigration and Nationality Act to reform the H-2A worker program under that Act, and for other purposes."
2583;107;1314;"S";7;"A bill to protect the public's ability to fish for sport, and for other purposes."
2584;107;1315;"S";12;"A bill to make improvements in title 18, United States Code, and safeguard the integrity of the criminal justice system."
2585;107;1316;"S";10;"A bill to amend title 49, United States Code, to waive federal preemption of State law providing for the awarding of punitive damages against motor carriers for engaging in unfair or deceptive trade practices in the processing of claims relating to loss,"
2586;107;1317;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for equitable reimbursement rates under the medicare program to Medicare+Choice organizations."
2587;107;1318;"S";7;"A bill to provide Coastal Impact Assistance to State and local governments, to amend the Outer Continental Shelf Lands Act Amendments of 1978, the Land and Water Conservation Fund Act of 1965, the Urban Park and Recreation Recovery Act, and the Federal Ai"
2588;107;1319;"S";12;"A bill to authorize appropriations for the Department of Justice for fiscal year 2002, and for other purposes."
2589;107;1320;"S";20;"A bill to change the date for regularly scheduled Federal elections and establish polling place hours."
2590;107;1321;"S";21;"A bill to authorize the construction of a Native American Cultural Center and Museum in Oklahoma City, Oklahoma."
2591;107;1322;"S";1;"A bill to amend the Internal Revenue Code of 1986 to classify qualified rental office furniture as 5-year property for purposes of depreciation."
2592;107;1323;"S";15;"A bill entitled the ""SBIR and STTR Foreign Patent Protection Act of 2001""."
2593;107;1324;"S";1;"A bill to provide relief from the alternative minimum tax with respect to incentive stock options exercised during 2000."
2594;107;1325;"S";21;"A bill to ratify an agreement between the Aleut Corporation and the United States of America to exchange land rights received under the Alaska Native Claims Settlement Act for certain land interests on Adak Island, and for other purposes."
2595;107;1326;"S";7;"A bill to extend and improve working lands and other conservation programs administered by the Secretary of Agriculture."
2596;107;1327;"S";5;"A bill to amend title 49, United States Code, to provide emergency Secretarial authority to resolve airline labor disputes."
2597;107;1328;"S";21;"A bill entitled the ""Conservation and Reinvestment Act""."
2598;107;1329;"S";7;"A bill to amend the Internal Revenue Code of 1986 to provide a tax incentive for land sales for conservation purposes."
2599;107;1330;"S";3;"A bill to amend the Internal Revenue Code of 1986 to provide that amounts paid for foods for special dietary use, dietary supplements, or medical foods shall be treated as medical expenses."
2600;107;1331;"S";8;"A bill to amend the Tennessee Valley Authority Act of 1933 to modify provisions relating to the Board of Directors of the Tennessee Valley Authority, and for other purposes."
2601;107;1332;"S";5;"A bill to amend the Internal Revenue Code of 1986 to exclude certain severance payment amounts from income."
2602;107;1333;"S";8;"A bill to enhance the benefits of the national electric system by encouraging and supporting State programs for renewable energy sources, universal electric service, affordable electric service, and energy conservation and efficiency, and for other purpos"
2603;107;1334;"S";16;"A bill to require increases in the strengths of the full-time support personnel for the Army National Guard of the United States through fiscal year 2001 to support the readiness and training of the Army National Guard of the United States to meet increas"
2604;107;1335;"S";6;"A bill to support business incubation in academic settings."
2605;107;1336;"S";1;"A bill to amend the Internal Revenue Code of 1986 to reduce the maximum capital gains rates for individual taxpayers and to reduce the holding period for long-term capital gain treatment to 1 month, and for other purposes."
2606;107;1337;"S";6;"A bill to provide for national digital school districts."
2607;107;1338;"S";21;"A bill to expand and enhance the Little Bighorn Battlefield National Monument."
2608;107;1339;"S";5;"A bill to amend the Bring Them Home Alive Act of 2000 to provide an asylum program with regard to American Persian Gulf War POW/MIAs, and for other purposes."
2609;107;1340;"S";21;"A bill to amend the Indian Land Consolidation Act to provide for probate reform with respect to trust or restricted lands."
2610;107;1341;"S";3;"A bill to amend the Internal Revenue Code of 1986 to expand human clinical trials qualifying for the orphan drug credit, and for other purposes."
2611;107;1342;"S";5;"A bill to allocate H-1B visas for demonstration projects in rural America."
2612;107;1343;"S";3;"A bill to amend title XIX of the Social Security Act to provide States with options for providing family planning services and supplies to individuals eligible for medical assistance under the medicaid program."
2613;107;1344;"S";21;"A bill to provide training and technical assistance to Native Americans who are interested in commercial vehicle driving careers."
2614;107;1345;"S";10;"A bill to direct the Secretary of Transportation to establish a commercial truck safety pilot program in the State of Maine, and for other purposes."
2615;107;1346;"S";4;"A bill to amend the Federal Food, Drug, and Cosmetic Act with regard to new animal drugs, and for other purposes."
2616;107;1347;"S";18;"A bill to establish a Congressional Trade Office."
2617;107;1348;"S";20;"A bill to designate the Federal building located at 10th Street and Constitution Avenue, NW, in Washington, District of Columbia, as the ""Robert F. Kennedy Department of Justice Building""."
2618;107;1349;"S";3;"A bill to provide for a National Stem Cell Donor Bank regarding qualifying human stem cells, and for the conduct and support of research using such cells."
2619;107;1350;"S";3;"A bill to amend the title XVIII of the Social Security Act to provide payment to medicare ambulance suppliers of the full costs of providing such services, and for other purposes."
2620;107;1351;"S";12;"A bill to provide administrative subpoena authority to apprehend fugitives."
2621;107;1352;"S";13;"A bill to amend the National and Community Service Act of 1990 to carry out the Americorps program as a voucher program that assists charities serving low-income individuals, and for other purposes."
2622;107;1353;"S";18;"A bill to amend the Tariff Act of 1930 to eliminate the consumptive demand exception relating to the importation of goods made with forced labor."
